10,1263549,1179,0.950
11,1270205,975,0.786
12,1271329,1013,0.816
13,1272449,1036,0.835
14,1273569,1047,0.844
15,1274689,1060,0.854
16,1275810,1063,0.857
17,1276929,1071,0.863
18,1278049,1071,0.863
19,1279169,1081,0.871
20,1280289,1083,0.873
